X,Y,OBJECTID,Id,Type,icon_url
14.0146404937528,11.7133488588566,"1","0",Split Snapped flake,./0.png
14.4908928839919,13.3326069856693,"2","0",Split Snapped flake,./0.png
12.0046910750646,12.2344049407555,"3","0",Split Snapped flake,./0.png
8.4301497178247,10.5852466801545,"4","0",Split Snapped flake,./0.png
6.43807220445546,7.81149910751259,"5","0",Split Snapped flake,./0.png
6.34877488128564,9.25811574286371,"6","0",Split Snapped flake,./0.png
1.93197493625385,7.5083291831706,"7","0",Split Snapped flake,./0.png
4.45936479098194,2.6283774634183,"8","0",Split Snapped flake,./0.png
6.44176536535198,4.26698334358453,"9","0",Split Snapped flake,./0.png
1.86775803409777,3.9788800457856,"10","0",Split Snapped flake,./0.png
6.73702595671751,4.02222064111314,"11","0",Split Snapped flake,./0.png
7.70325606649764,3.30519620914213,"12","0",Split Snapped flake,./0.png
7.64521280643725,2.49259056829675,"13","0",Split Snapped flake,./0.png
8.40468451339368,3.5422299854056,"15","0",Whole flake,./0.png
7.11357337855333,6.31786433147814,"16","0",Whole flake,./0.png
5.76602555457744,2.90651136333359,"17","0",Whole flake,./0.png
7.30789266797637,3.03748077064933,"18","0",Whole flake,./0.png
5.92638904689355,4.22748320456038,"19","0",Whole flake,./0.png
8.79730832214166,8.7561494065616,"20","0",Whole flake,./0.png
8.01149187824723,8.805262934305,"21","0",Whole flake,./0.png
8.28199294649952,10.8326122778619,"22","0",Whole flake,./0.png
9.24045088185561,10.1658589315272,"23","0",Whole flake,./0.png
10.3179719147715,10.3087346485989,"24","0",Whole flake,./0.png
7.14766010412318,13.7737791748025,"25","0",Whole flake,./0.png
5.17088654728826,10.3873297785491,"26","0",Whole flake,./0.png
5.67541642319776,11.5214057828059,"27","0",Whole flake,./0.png
4.83602158540143,12.1688113757871,"28","0",Whole flake,./0.png
6.79290076432233,10.1791714711024,"29","0",Whole flake,./0.png
5.67221935854106,8.03157084886819,"30","0",Whole flake,./0.png
3.20740423554551,6.40441882031328,"31","0",Whole flake,./0.png
0.847591556497445,9.58552571462934,"32","0",Whole flake,./0.png
7.41728381698834,11.1973975196491,"33","0",Whole flake,./0.png
0.892791436126611,5.37890520987319,"34","0",Whole flake,./0.png
0.886838281248623,3.99182012330195,"35","0",Whole flake,./0.png
4.42929616447812,4.87470606479025,"36","0",Whole flake,./0.png
4.1060882612143,0.707634766218745,"37","0",Whole flake,./0.png
15.6846294479218,6.73913157343151,"38","0",Core cobble fragment,./0.png
8.3002369180173,6.57897517067231,"39","0",Core cobble fragment,./0.png
8.83484069059069,4.33898599016966,"40","0",Core cobble fragment,./0.png
7.82969672213811,12.114442278882,"41","0",Core cobble fragment,./0.png
7.01295972584251,5.00955361996345,"42","0",Utilizied core cobble fragment,./0.png
6.02073458140482,12.7497982284028,"43","0",Modified battered cobble,./0.png
6.22733110439278,3.00242581243762,"44","0",Discol polyhedron,./0.png
12.7992505622809,6.10935924904564,"45","0",Angular fragment,./0.png
13.5728240557557,11.7946659081858,"46","0",Angular fragment,./0.png
13.7113413513468,11.9193314742179,"47","0",Angular fragment,./0.png
11.3149921376197,12.5634368987168,"48","0",Angular fragment,./0.png
11.7790250778501,12.168662606282,"49","0",Angular fragment,./0.png
7.27028710635764,13.3045044301295,"50","0",Angular fragment,./0.png
8.27453749939359,12.2171436597389,"51","0",Angular fragment,./0.png
9.85363466913288,13.5122803735163,"52","0",Angular fragment,./0.png
1.70471188878995,9.96983196236084,"53","0",Split Snapped flake,./0.png
0.982690485520996,9.96463756377617,"54","0",Split Snapped flake,./0.png
1.36151818806215,10.4798877015739,"55","0",Split Snapped flake,./0.png
3.95871748039651,12.8000524027259,"56","0",Whole flake,./0.png
7.74439196248419,8.14378887993498,"57","0",Angular fragment,./0.png
6.74706743422779,8.75153351434122,"58","0",Angular fragment,./0.png
1.80911823153551,9.77963966384009,"59","0",Angular fragment,./0.png
1.47667672211671,10.3406347109843,"60","0",Angular fragment,./0.png
0.832571297617789,11.0262953241606,"61","0",Angular fragment,./0.png
2.41166846735708,10.6245951669462,"62","0",Angular fragment,./0.png
2.37011327867973,9.35716191228703,"63","0",Angular fragment,./0.png
2.14848560573386,9.63419650346937,"64","0",Angular fragment,./0.png
1.91993206800844,9.35023604750748,"65","0",Angular fragment,./0.png
3.36949392304255,11.4865406820897,"66","0",Angular fragment,./0.png
2.40320352151539,5.20420817965561,"67","0",Angular fragment,./0.png
1.83907019189294,6.69027511363197,"68","0",Angular fragment,./0.png
1.4270894541464,6.36594985200172,"69","0",Angular fragment,./0.png
0.991733922768854,6.14096746330326,"70","0",Angular fragment,./0.png
6.48035350381362,4.62786641014974,"71","0",Angular fragment,./0.png
6.5322974896603,4.00973297857416,"73","0",Angular fragment,./0.png
5.04669949444505,4.14478734177555,"74","0",Angular fragment,./0.png
4.906450732659,4.41489606817832,"75","0",Angular fragment,./0.png
4.22598451806739,4.2019257262069,"76","0",Angular fragment,./0.png
3.5611014992298,4.00453857998949,"77","0",Angular fragment,./0.png
6.43726873457452,3.22081617698002,"78","0",Bone,./0.png
6.79048783833199,3.27276016282671,"79","0",Bone,./0.png
6.76451584540865,3.87011600006361,"80","0",Bone,./0.png
6.66582227229994,4.28047348825244,"81","0",Bone,./0.png
5.0833989439762,3.41553698549801,"82","0",Bone,./0.png
2.56862114994042,3.71139258749863,"83","0",Bone,./0.png
0.973940784447128,7.05658527602527,"84","0",Bone,./0.png
0.854469616999748,10.8796626343414,"85","0",Bone,./0.png
1.90373813110283,10.4381387546446,"86","0",Bone,./0.png
2.53745475843241,8.84865278773598,"87","0",Bone,./0.png
5.36660639250437,11.9472077360572,"88","0",Bone,./0.png
4.22383870387726,12.5653411676328,"89","0",Bone,./0.png
3.86023080295045,12.2463666175076,"90","0",Angular fragment,./0.png
4.71211217083612,11.8360091293188,"91","0",Angular fragment,./0.png
3.90701646242486,13.6736238212117,"92","0",Angular fragment,./0.png
1.59146900445921,12.0980376801454,"93","0",Angular fragment,./0.png
5.43373677976873,4.8343446074509,"94","0",Bone,./0.png
5.52723595429277,4.89667739046692,"95","0",Bone,./0.png
6.67000364291988,4.99537096357563,"96","0",Bone,./0.png
6.97127876083067,4.84473340462023,"97","0",Bone,./0.png
6.01796233169439,5.49845808575743,"98","0",Bone,./0.png
6.08808671258742,5.36210512290987,"99","0",Bone,./0.png
7.01528685995078,5.60754045603547,"100","0",Bone,./0.png
6.54476092148954,10.0067631907011,"101","0",Bone,./0.png
8.41474441197027,9.90287521900776,"102","0",Bone,./0.png
6.61521663233344,12.0212492920146,"103","0",Core cobble fragment,./0.png
0.86520978423797,11.9032530772518,"104","0",Bone,./0.png
1.16302196975897,11.7370323225424,"105","0",Bone,./0.png
1.94564468984906,11.4322942722418,"106","0",Bone,./0.png
4.77248057695254,5.13146741291284,"107","0",Bone,./0.png
11.5525459273757,7.90264699364479,"108","0",Bone,./0.png
